column1,strokeCount,search_result
貳,12,4.18
貮,11,3.3
貶,11,2.0725000000000002
賈,13,3.71
賁,12,3.4
賤,15,2.33
賣,15,3.1633333333333336
賚,15,4.56
賽,17,4.695
賺,17,2.7
賻,17,2.19
贄,18,2.8099999999999996
贅,18,2.59
贊,19,2.7525
贇,19,2.16
贏,20,2.94
贍,20,2.59
贐,21,2.74
齎,21,2.7199999999999998
贓,22,2.89
賍,13,2.89
贔,21,2.5
贖,22,2.24
赧,12,2.38
赭,16,4.24
赱,7,3.5149999999999997
赳,10,3.14
趁,12,3.205
趙,14,2.34
跂,11,4.16
趾,11,3.915
趺,11,4.33
跏,12,3.76
跚,12,3.82
跖,12,4.11
跌,12,3.75
跛,12,2.11
跋,12,3.6900000000000004
跪,13,4.31
跫,13,3.7
跟,13,4.86
跣,13,4.33
跼,14,4.3475
踈,14,2.1333333333333333
踉,14,2.88
跿,14,4.62
踝,15,4.81
踞,15,3.5749999999999997
踐,15,3.5949999999999998
踟,15,2.46
蹂,16,4.54
踵,16,4.86
踰,16,3.15
踴,16,4.1925
蹊,17,4.41
蹉,17,3.75
蹌,17,3.41
蹐,17,2.25
蹈,17,3.252
蹙,18,2.6466666666666665
蹤,18,
蹠,18,4.11
踪,15,3.586666666666667
蹣,18,2.96
蹕,18,3.97
蹶,19,3.75
蹲,19,3.8233333333333333
蹼,19,4.395
躁,20,3.56
躇,19,2.46
躅,20,4.29
躄,20,4.0249999999999995
躋,21,4.11
躊,21,2.46
躓,22,3.75
躑,22,4.243333333333333
躔,22,3.63
躙,23,3.76
躪,26,3.76
躡,25,4.54
躬,10,3.9450000000000003
躰,12,2.5625
軆,20,4.1325
躱,13,3.05
躾,16,3.3
軅,19,2.0883333333333334
軈,24,2.0883333333333334
軋,8,4.166666666666667
軛,11,4.83
軣,11,4.05
軼,12,2.71
軻,12,2.21
軫,12,3.255
軾,13,3.77
輊,13,3.34
輅,13,4.86
輕,14,2.6075
輒,14,1.935
輙,15,3.82
輓,14,3.97
輜,15,4.89
輟,15,3.59
輛,15,4.17
輌,13,
輦,15,
輳,16,2.75
輻,16,3.38
輹,16,3.0
轅,17,4.71
轂,17,3.59
輾,17,4.07
轌,18,4.855
轉,18,3.1666666666666665
轆,18,4.7
轎,19,4.47
轗,20,1.9849999999999999
轜,21,4.85
轢,22,4.31
轣,23,3.36
轤,23,4.74
辜,12,2.44
辟,13,2.655
辣,14,2.596
辭,19,2.9233333333333333
辯,21,3.02
辷,5,3.8975
迚,8,1.955
迥,9,2.73
迢,9,2.73
迪,8,3.375
迯,9,3.5666666666666664
邇,18,2.91
迴,10,3.15
逅,10,3.0
迹,10,3.5366666666666666
迺,10,2.915
逑,11,3.21
逕,11,4.41
逡,11,3.15
逍,11,4.79
逞,11,2.723333333333333
逖,11,2.71
逋,11,3.67
逧,11,4.665
逶,12,3.32
逵,12,2.45
逹,12,3.126666666666667
迸,10,3.325
遐,13,2.75
遑,13,2.03
遒,13,2.6550000000000002
逎,11,2.6366666666666667
遉,13,1.33
逾,13,2.9299999999999997
遖,13,1.835
遘,14,3.0
遞,14,3.5533333333333332
遨,15,2.705
遯,15,2.9375
遶,16,2.81
隨,16,2.07
遲,16,2.745
邂,17,3.0
遽,17,2.4425
邁,17,2.65
邀,17,3.575
邊,19,3.9175
邉,18,3.9175
邏,23,3.17
邨,7,3.723333333333333
邯,8,4.24
邱,8,4.93
邵,8,3.48
郢,10,3.48
郤,10,4.43
扈,11,3.26
郛,10,3.48
鄂,12,2.54
鄒,13,3.48
鄙,14,1.605
鄲,15,3.48
鄰,16,4.695
酊,9,3.0
酖,11,3.5599999999999996
酘,11,2.92
酣,12,3.8166666666666664
酥,12,4.92
酩,13,4.0
酳,14,2.7649999999999997
酲,14,3.57
醋,15,4.89
醉,15,2.1399999999999997
醂,15,3.9400000000000004
醢,17,4.03
醫,18,4.79
醯,19,4.89
醪,18,2.53
醵,20,2.41
醴,20,4.0
醺,21,3.3
釀,24,3.25
釁,25,3.66
釉,12,4.105
釋,20,1.97
釐,18,2.775
釖,10,4.915
釟,10,3.3
釡,10,4.65
釛,10,4.81
釼,11,4.7
釵,11,2.7
釶,11,
鈞,12,2.35
釿,12,4.93
鈔,12,2.6849999999999996
鈬,12,3.875
鈕,12,4.96
鈑,12,4.93
鉞,13,4.23
鉗,13,3.38
鉅,13,2.7350000000000003
鉉,13,4.57
鉤,13,4.654999999999999
鉈,13,4.93
銕,14,3.9225
鈿,13,2.7
鉋,13,
鉐,13,4.7
銜,14,
銖,14,2.835
銓,14,4.04
銛,14,4.67
鉚,13,4.81
鋏,15,4.85
銹,15,3.905
銷,15,3.585
鋩,14,4.93
錏,16,4.92
鋺,16,4.87
鍄,16,3.3
錮,16,2.58
錢,16,
錚,16,4.7
錣,16,4.76
錺,15,4.87
錵,15,3.92
錻,16,4.87
鍜,17,
鍠,17,3.7
鍼,17,4.93
鍮,17,4.7
鍖,17,2.1
鎰,18,3.77
鎬,18,
鎭,18,2.04
鎔,18,4.255
鎹,18,4.53
鏖,19,3.3449999999999998
鏗,20,3.74
鏨,19,3.85
鏥,19,4.39
鏘,19,3.77
鏃,19,4.609999999999999
鏝,19,4.025
鏐,19,4.81
鏈,19,3.775
鏤,19,3.606666666666667
鐚,20,4.89
鐔,20,4.93
鐓,20,4.75
鐃,20,4.7
鐇,20,4.93
鐐,20,4.48
鐶,21,4.323333333333333
鐫,20,4.1066666666666665
鐵,21,4.59
鐡,20,4.59
鐺,21,4.43
鑁,22,3.5
鑒,23,3.0525
鑄,22,4.23
鑛,23,4.48
鑠,23,2.9050000000000002
鑢,23,3.79
鑞,23,
鑪,24,4.583333333333333
鈩,12,4.583333333333333
鑰,25,4.65
鑵,25,4.5
鑷,26,4.48
鑽,27,2.67
鑚,23,2.67
鑼,27,4.7
鑾,27,
钁,28,4.74
鑿,28,4.63
閂,9,4.96
閇,11,3.38
閊,11,1.55
閔,12,2.0433333333333334
閖,12,4.465
閘,13,4.825
閙,13,3.56
閠,13,1.82
閨,14,4.9
閧,14,3.63
閭,15,2.67
閼,16,2.825
閻,16,4.64
閹,16,
閾,16,3.48
闊,17,3.06
濶,17,3.06
闃,17,3.11
闍,17,3.535
闌,17,2.9450000000000003
闕,18,2.87
闔,18,
闖,18,2.38
關,19,3.092
闡,20,2.07
闥,21,4.96
闢,21,3.21
阡,6,3.08
阨,7,2.72
阮,7,3.48
阯,7,4.0633333333333335
陂,8,4.3566666666666665
陌,9,4.75
陏,9,4.445
陋,9,2.4299999999999997
陷,11,4.38
陜,10,3.04
陞,10,3.63
陟,11,4.075
陦,10,4.96
陲,11,3.04
陬,11,4.61
隍,12,3.77
隘,13,2.75
隕,13,4.04
隗,13,3.61
險,16,3.11
隧,15,3.5949999999999998
隱,17,3.5433333333333334
隲,17,3.8333333333333335
隰,17,1.85
隴,19,4.779999999999999
隶,8,3.515
隸,17,3.8449999999999998
隹,8,3.8600000000000003
雎,13,
雋,12,2.15
雉,13,4.75
雍,13,2.48
襍,17,3.3375
雜,18,3.3375
霍,16,2.48
雕,16,3.96
雹,13,4.32
霄,15,4.45
霆,15,4.465
霈,16,3.42
霓,16,4.57
霎,16,3.91
霑,16,4.23
霏,16,3.64
霖,16,3.18
霙,16,4.78
霤,18,4.62
霪,19,4.97
霰,20,3.7700000000000005
霹,21,4.34
霽,22,3.55
霾,22,
靄,24,4.403333333333333
靆,24,4.54
靈,24,1.73
靂,24,3.876666666666667
靉,25,
靜,16,2.76
靠,15,3.0
靤,14,4.77
靦,16,1.67
靨,23,4.74
勒,11,3.5
靫,12,3.83
靱,12,3.763333333333333
靹,13,
鞅,14,4.529999999999999
靼,14,3.9749999999999996
鞁,14,4.705
靺,14,4.82
鞆,14,
鞋,15,4.77
鞏,15,3.65
鞐,15,4.3149999999999995
鞜,17,5.0
鞨,18,4.64
鞦,18,4.54
鞣,18,4.14
鞳,18,3.0
鞴,19,
韃,22,3.9349999999999996
韆,24,4.545
韈,23,4.62
韋,10,4.14
韜,20,4.4350000000000005
韭,9,4.92
齏,23,
韲,19,4.93
竟,11,2.4050000000000002
韶,14,3.255
韵,13,3.545
頏,13,4.375
頌,13,3.48
頸,16,4.875
頤,15,4.88
頡,15,3.8499999999999996
頷,16,4.62
頽,16,3.62
顆,17,4.8
顏,18,3.705
顋,18,4.06
顫,22,3.41
顯,23,2.9699999999999998
顰,24,3.825
顴,26,4.71
顳,27,4.53
颪,12,3.93
颯,14,2.8866666666666667
颱,14,4.55
颶,17,4.7
飄,20,3.995
飃,20,4.1466666666666665
飆,21,4.07
飩,13,
飫,13,
餃,15,
餉,15,
餒,16,3.0599999999999996
餔,16,3.5200000000000005
餘,16,2.98
餡,17,5.0
餝,16,3.075
餞,17,2.21
餤,17,3.6733333333333333
餠,17,4.86
餬,18,4.86
餮,18,1.9449999999999998
餽,19,2.7750000000000004
餾,19,3.79
饂,19,
饉,20,3.3
饅,20,
饐,21,3.145
饋,21,2.5933333333333333
饑,21,3.17
饒,21,2.83
饌,21,3.8099999999999996
饕,22,1.85
馗,11,4.75
馘,17,3.3150000000000004
馥,18,4.66
馭,12,3.96
馮,12,1.815
馼,14,4.86
駟,15,3.37
駛,15,4.31
駝,15,3.975
駘,15,1.75
駑,15,2.56
駭,16,1.85
駮,16,
駱,16,3.89
駲,16,
駻,17,3.7199999999999998
駸,17,3.62
騁,17,3.27
騏,18,3.32
騅,18,4.11
駢,16,
騙,19,1.68
騫,20,3.89
騷,20,2.585714285714286
驅,21,3.77
驂,21,2.46
驀,20,2.69
驃,21,3.89
騾,21,5.0
驕,22,1.5499999999999998
驍,22,2.384
驛,23,4.32
驗,23,2.56
驟,24,3.0749999999999997
驢,26,5.0
驥,26,2.755
驤,27,3.89
驩,27,2.375
驫,30,2.37
驪,29,3.76
骭,13,4.845000000000001
骰,14,4.86
骼,16,3.72
髀,18,4.9
髏,21,4.83
髑,23,4.83
髓,23,4.48
體,23,2.5625
髞,23,3.045
髟,10,4.293333333333333
髢,13,4.72
髣,14,2.46
髦,14,2.6900000000000004
髯,15,4.93
髫,15,3.22
髮,15,4.97
髴,15,2.46
髱,15,4.355
髷,16,
鬆,18,4.033333333333333
鬘,21,4.845
鬚,22,4.93
鬟,23,4.45
鬢,24,4.96
鬣,25,4.73
鬥,10,4.11
鬧,15,3.11
鬨,16,3.915
鬩,18,3.32
鬪,20,3.78
鬮,26,3.9233333333333333
鬯,10,3.3225
鬲,10,4.72
魄,15,1.73
魃,15,
魏,18,3.415
魍,18,3.41
魎,18,3.41
魑,21,4.96
魘,24,2.18
魴,15,3.3
鮓,16,4.135
鮃,16,3.92
鮑,16,
鮖,16,
鮗,16,4.45
鮟,17,
鮠,17,
鮨,17,4.135
鮴,17,4.5600000000000005
鯀,18,2.575
鯊,18,
鮹,18,5.0
鯆,18,3.3
鯏,18,3.61
鯑,18,4.3
鯒,18,4.09
鯣,19,4.23
鯢,19,3.8025
鯤,19,3.37
鯔,19,4.78
鯡,19,4.68
鰺,22,5.0
鯲,19,
鯱,19,2.715
鯰,19,
鰕,20,4.76
鰔,20,4.61
鰉,20,4.52
鰓,20,4.4399999999999995
鰌,20,
鰆,20,
鰈,20,4.015000000000001
鰒,20,3.68
鰊,20,4.68
鰄,20,1.46
鰮,21,5.0
鰛,20,5.0
鰥,21,3.3899999999999997
鰤,21,4.44
鰡,21,4.04
鰰,21,4.4
鱇,22,
鰲,22,3.54
鱆,22,5.0
鰾,22,5.0
鱚,23,
鱠,24,4.68
鱧,24,4.79
鱶,26,4.93
鱸,27,4.79
鳧,13,3.0533333333333332
鳬,9,3.0533333333333332
鳰,13,
鴉,16,4.895
鴈,15,2.41
鳫,13,2.41
鴃,15,
鴆,15,1.46
鴪,16,4.1
鴦,16,4.57
鶯,21,4.46
鴣,16,4.0
鴟,16,5.0
鵄,17,4.596666666666667
鴕,16,
鴒,16,
鵁,17,4.52
鴿,17,4.705
鴾,17,3.15
鵆,17,
鵈,17,5.0
鵞,18,4.81
鵤,18,
鵑,18,4.42
鵐,18,
鵙,18,
鵲,19,
鶉,19,4.65
鶇,19,3.92
鶫,20,3.92
鵯,19,4.48
鵺,19,2.12
鶚,20,
鶤,20,3.3
鶩,20,2.57
鶲,21,2.825
鷄,21,4.8
鷁,21,4.43
鶻,21,4.95
鶸,21,4.21
鶺,21,
鷆,21,
鷏,21,
鷂,21,4.85
鷙,22,2.934
鷓,22,4.0
鷸,23,4.04
鷦,23,3.8
鷭,23,5.0
鷯,23,3.8
鷽,24,4.88
鸚,28,4.95
鸛,28,
鸞,30,2.3200000000000003
鹵,11,4.89
鹹,20,3.93
鹽,25,4.89
麁,13,3.013333333333333
麈,16,4.949999999999999
麋,17,4.7
麌,18,4.529999999999999
麒,19,3.7600000000000002
麕,19,
麑,19,4.3
麝,21,3.44
麥,11,4.89
麩,15,4.21
麸,11,4.21
麪,15,4.925
麭,12,3.59
靡,19,3.482
黌,25,4.79
黎,15,3.473333333333333
黏,17,3.8625
黐,23,
黔,16,3.76
黜,17,3.97
點,17,4.0875
黝,17,3.76
黠,18,2.45
黥,20,
黨,20,3.14
黯,21,4.025
黴,23,4.71
黶,26,4.406666666666667
黷,27,2.105
黹,12,4.4
黻,17,4.37
黼,19,4.63
黽,13,3.68
鼇,24,1.81
鼈,25,3.32
皷,14,3.83
鼕,18,3.76
鼡,8,4.656666666666666
鼬,18,4.8100000000000005
鼾,17,4.18
齊,14,2.466666666666667
齒,15,4.675
齔,17,3.5300000000000002
齣,20,2.35
齟,20,3.4266666666666667
齠,20,4.08
齡,20,2.86
齦,21,
齧,21,3.395
齬,22,2.43
齪,22,3.07
齷,24,2.5
齲,24,4.0649999999999995
齶,24,4.87
龕,22,4.08
龜,18,4.9350000000000005
龠,17,5.0
槇,14,4.75
遙,14,2.88
瑤,14,2.16
凜,15,3.0
熙,15,3.2525
